TAZ,POP,GQ,HR,RC,HU,HH1,HH2,HH3,HH4,HH5,MILI,GOVT,HOTEL,AG,TCU,INDUS,FIRE,SERV,RETAIL,CSTR,TOTALEMP,TOTALHH,TERMTYPE,TERMTIME,WORK_DAILY,NONWRK_HRLY,PERCWLK,PRV_UNIV_ENROLL,PUB_UNIV_ENROLL,PRV_K12_ENROLL,PUB_K12_ENROLL,SCHOOLS,GQWRK,NONVISRET,VISPRCAUTO,VISPRCTOUR,MILI_BASE,GQTYPE,TD,SHRWRKPKGPROVIDED
35,1375,0,0,0,455,103,133,63,40,100,0,1,0,0,1,2,5,34,0,0,43,446,3,1,0,0,100,0,0,0,255,2,18,9,0,0,0,0,18,0.797297
36,1811,0,0,0,474,112,157,132,125,82,0,0,0,0,0,0,0,1,0,0,1,459,3,1,0,0,100,0,0,0,0,1,18,74,0,0,0,0,18,0.797297
37,1022,14,0,4,295,55,100,68,57,63,0,129,0,2,7,5,52,527,138,0,860,288,3,1,0,0,100,0,0,210,1377,0,0,0,0,0,0,3,18,0.797297
38,642,0,0,0,179,24,65,48,24,41,0,68,0,0,0,4,60,49,0,0,181,163,3,1,0,0,100,160,0,0,0,0,0,27,1,0,0,0,18,0.797297
39,327,4,0,0,278,47,62,9,0,20,0,0,123,0,22,3,6,533,13,4,704,143,3,1,0,2.22,100,0,0,0,0,0,7,168,1,0,0,3,18,0.797297
40,389,0,0,34,155,16,70,9,19,26,0,0,0,0,0,0,0,0,0,0,0,144,3,1,0,2.22,100,0,0,0,0,4,0,29,1,0,0,0,18,0.797297
41,258,0,0,0,86,13,37,24,1,19,0,0,0,0,0,0,0,0,0,0,0,82,3,1,0,0,100,0,0,0,1617,0,4,0,0,0,0,0,18,0.797297
42,3691,0,0,0,1284,149,432,266,104,258,0,0,0,0,2,2,2,13,0,4,23,1229,3,1,0,0,100,0,0,0,0,1,1,21,0,0,0,0,18,0.797297
43,882,0,0,0,331,56,122,82,1,64,0,0,0,0,3,8,46,162,0,0,219,312,3,1,0,0,100,0,0,0,0,0,0,155,0,0,0,0,18,0.797297
44,468,79,0,0,164,31,85,18,6,35,0,11,0,0,3,46,3,146,1,12,222,160,3,1,0,0,100,0,0,727,0,0,0,0,0,0,0,3,18,0.797297
45,3227,0,0,0,918,146,439,250,124,149,0,0,0,0,0,18,19,56,9,0,102,894,3,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,18,0.797297
46,1314,0,0,0,429,98,179,90,147,0,0,0,0,0,0,7,61,57,0,54,179,417,3,1,0,0,100,0,0,0,721,0,6,2,0,0,0,0,5,0.874251
47,1865,0,0,0,912,385,320,88,64,64,0,94,0,0,1,1,46,733,61,26,962,855,3,1,0,0,100,0,0,0,0,1,0,0,0,0,0,0,5,0.874251
48,1536,0,0,0,536,151,151,115,33,108,0,0,0,0,0,1,32,41,0,8,82,507,3,1,0,0.61,100,0,0,0,0,1,6,5,0,0,0,0,5,0.874251
49,2060,0,0,0,702,127,213,145,54,123,0,0,0,0,29,53,187,325,111,27,732,680,3,1,0,0.830073,100,0,0,191,0,0,0,0,0,0,0,0,5,0.874251
50,610,5,0,0,227,44,89,50,11,38,0,136,0,0,0,6,6,221,22,49,440,214,3,1,0,0.957361,100,0,0,342,293,0,0,29,0,0,0,3,5,0.874251
51,196,0,0,0,94,35,30,4,11,7,0,32,0,9,42,135,158,1119,291,20,1806,91,3,1,3,1.04699,100,0,0,315,0,0,113,0,0,0,0,0,5,0.874251
52,660,7,0,0,306,89,96,51,34,17,0,41,0,7,22,12,187,642,345,40,1296,291,3,1,3.93105,1.0855,100,0,0,689,0,2,0,0,0,0,0,3,5,0.874251
53,929,17,0,0,388,105,119,54,40,45,0,21,0,2,9,15,76,1239,148,19,1529,373,3,1,8.21435,1.07888,100,0,0,1280,0,0,167,0,0,0,0,3,5,0.874251
54,489,38,0,0,209,49,80,20,25,24,0,35,0,0,2,2,66,482,135,49,771,193,3,1,8.14705,1.0873,100,1163,0,0,1264,0,0,0,0,0,0,1,5,0.874251
55,662,0,0,0,308,95,93,48,42,10,0,25,0,0,47,35,115,331,167,49,769,277,3,1,4.20394,1.09325,100,0,0,0,617,0,0,0,0,0,0,0,5,0.874251
56,1982,0,0,0,713,98,220,142,102,84,0,41,0,0,0,15,34,234,26,90,440,670,3,1,3,1.00388,100,0,0,0,0,5,18,67,0,0,0,0,5,0.874251
57,1201,5,0,0,357,95,78,73,40,76,0,0,0,0,0,4,12,41,4,12,73,352,3,1,0,0,100,0,0,0,0,0,39,0,0,0,0,3,5,0.874251
58,2872,16,0,0,754,180,212,219,59,212,0,2,0,0,5,20,16,106,33,26,208,727,3,1,0,0,100,0,0,0,0,0,0,0,0,0,0,1,5,0.874251
59,4700,105,0,0,1675,342,502,289,79,343,0,0,0,10,4,18,103,465,22,41,663,1599,3,1,0,0,100,0,0,0,0,1,0,75,0,0,0,3,5,0.874251
60,3224,96,0,0,1108,209,319,239,65,215,0,0,0,0,9,7,46,218,28,81,389,1055,3,1,0,0,100,0,0,0,0,0,0,0,0,0,0,3,5,0.874251
61,1001,0,0,0,285,56,104,89,15,82,0,0,0,0,0,2,5,14,0,13,34,282,3,1,0,0,100,0,0,0,0,1,80,18,0,0,0,0,5,0.874251
62,1715,0,0,0,591,89,119,102,50,174,0,123,0,38,0,19,5,108,9,94,396,547,3,1,0,0,100,0,0,0,587,0,32,108,0,0,0,3,5,0.874251
63,2402,4,0,0,676,117,184,122,67,203,0,189,0,7,0,12,15,83,46,63,415,665,3,1,0,0,100,0,0,0,597,0,0,0,0,0,0,3,5,0.874251
64,4180,0,0,0,1505,297,565,261,93,225,0,9,0,0,7,6,44,231,20,26,343,1468,3,1,2.39286,0,100,0,0,0,0,1,0,359,0,0,0,0,5,0.874251
65,1197,2639,0,0,612,186,168,82,52,44,0,261,0,0,22,60,87,468,212,147,1257,561,3,1,2.49752,1.35409,100,0,0,0,604,0,0,0,0,0,0,1,25,0.30814
66,347,810,0,0,150,34,40,24,17,17,0,2697,0,0,12,6,61,7455,641,214,11086,141,3,1,2.67954,1.12,100,0,28802,2086,0,0,0,0,0,0,0,1,25,0.30814
67,2617,83,0,0,945,213,244,137,69,211,0,161,0,0,68,53,214,851,440,53,1840,896,3,1,2.39286,0,100,0,0,0,637,0,200,0,0,0,0,1,24,0.797872
68,5463,0,0,0,1449,358,634,384,262,290,0,0,0,0,2,8,26,175,2,17,230,1412,3,1,0,0,100,0,0,0,0,1,0,0,0,0,0,0,24,0.797872
69,4480,25,0,0,1218,302,460,281,129,321,0,70,0,57,14,30,92,230,103,49,645,1179,3,1,0,0,100,0,0,0,916,0,23,0,0,0,0,1,24,0.797872
70,1269,0,0,0,413,78,135,82,31,91,0,62,0,0,2,1,35,496,44,22,662,390,3,1,2.39286,0,100,0,0,0,0,1,0,347,1,0,0,1,24,0.797872
71,1321,22,0,0,409,99,133,94,76,74,0,14,1,0,0,2,14,243,1,11,286,396,3,1,0,0,100,0,0,0,0,1,0,831,1,0,0,3,24,0.797872
72,1335,0,0,0,487,85,189,94,90,46,0,0,0,0,1,3,13,43,0,5,65,449,3,1,0,0,100,0,0,0,0,0,0,61,1,0,0,0,24,0.797872
73,1313,36,0,0,439,104,157,94,107,37,0,11,0,0,1,5,16,128,0,12,173,411,3,1,2.67954,1.12,100,0,0,0,0,0,0,271,1,0,0,1,24,0.797872
74,1043,157,0,0,419,110,131,81,57,38,0,13,0,0,13,20,15,248,67,37,413,401,3,1,8,1.36934,100,0,0,0,0,0,0,0,1,0,0,1,24,0.797872
75,692,22,0,0,258,47,76,27,21,57,0,20,0,0,8,1,1,1466,26,27,1549,238,3,1,4.76992,1.69151,100,0,0,5380,0,0,0,0,1,0,0,1,24,0.797872
76,2536,0,0,0,1378,465,431,159,114,52,0,7,0,0,1,10,6,298,1,24,347,1290,3,1,4.43,1.66722,100,0,0,1096,0,0,11,191,1,0,0,0,24,0.797872
77,232,0,0,0,87,18,27,19,12,11,0,0,0,0,0,0,0,35,0,21,56,82,3,1,5.63146,1.43302,100,0,0,0,0,0,0,0,1,0,0,0,3,0.64684
78,369,0,0,0,116,22,29,13,37,19,0,166,0,0,234,0,0,98,5,122,625,109,3,1,5.81724,1.32324,100,0,0,0,0,0,90,1,1,0,0,0,25,0.30814
79,156,11,0,0,54,15,19,4,0,17,0,24,0,0,3,0,9,206,49,61,352,52,3,1,4.25746,1.19,100,0,0,521,0,0,80,0,1,0,0,1,25,0.30814
80,1134,7,0,0,353,87,105,66,38,91,0,0,0,0,1,1,16,151,13,11,193,343,3,1,7.7858,1.04964,100,0,0,0,0,0,0,0,0,0,0,3,5,0.874251
81,926,8,0,0,306,56,95,43,13,95,0,0,0,0,0,3,7,60,0,18,88,293,3,1,4.42572,1.08716,100,0,0,0,0,0,9,0,0,0,0,3,5,0.874251
82,642,5,0,0,199,44,45,31,14,55,0,0,0,0,0,6,6,56,0,24,92,197,3,1,3,1.06979,100,0,0,0,0,4,0,6,0,0,0,3,5,0.874251
83,1605,3,0,0,526,62,193,88,32,103,0,3,0,0,14,94,83,179,154,23,550,490,3,1,11.25,1,100,0,0,0,0,0,0,0,0,0,0,1,5,0.874251
84,2380,0,0,0,822,205,215,163,52,161,0,0,0,0,8,12,18,203,30,16,287,781,3,1,0,0.5,100,0,0,0,0,0,0,0,0,0,0,3,5,0.874251
85,569,0,0,0,193,49,39,43,2,53,0,0,0,0,3,3,7,16,0,26,55,186,3,1,0,0.5,100,0,0,0,0,0,21,7,0,0,0,0,5,0.874251
86,1278,0,0,0,438,89,117,70,37,97,0,0,0,0,5,2,10,180,0,28,225,421,3,1,3,1.08383,100,0,0,0,532,0,0,5,0,0,0,0,5,0.874251
87,520,0,0,0,153,31,51,51,16,28,0,0,0,0,0,2,7,31,0,20,60,150,3,1,0,1.23769,100,0,0,0,0,0,1,0,0,0,0,0,5,0.874251
88,503,0,0,0,170,24,49,39,43,16,0,125,0,0,0,27,7,67,13,67,306,164,3,1,0,1.68948,100,0,0,0,0,1,0,84,0,0,0,0,5,0.874251
89,312,174,0,0,108,24,65,15,0,22,0,802,0,0,0,2,22,247,37,44,1154,106,3,1,0,1.87763,100,0,0,0,0,0,0,0,0,0,0,4,5,0.874251
90,1396,0,0,0,480,110,162,62,26,111,0,45,0,0,2,4,16,111,0,16,194,460,3,1,0,1.13467,100,0,0,0,0,0,123,41,0,0,0,0,5,0.874251
91,204,0,0,0,67,29,14,11,10,13,0,152,0,0,0,0,25,29,0,38,244,64,3,1,0,0.947292,100,0,0,0,0,0,0,34,0,0,0,0,5,0.874251
92,547,0,0,0,157,28,37,20,15,43,0,0,0,0,1,0,1,50,0,5,57,151,3,1,0,0.912111,100,0,0,0,0,0,0,4,0,0,0,0,5,0.874251
93,1085,0,0,0,360,87,96,74,23,78,0,16,0,0,1,17,3,42,0,17,96,344,3,1,0,1.35438,100,0,0,0,0,0,0,39,0,0,0,0,5,0.874251
94,898,0,0,0,281,59,86,45,45,54,0,173,0,0,11,15,34,210,0,90,533,272,3,1,0,0,100,0,0,0,1069,1,0,0,0,0,0,0,5,0.874251
95,2197,47,0,0,578,135,184,150,96,141,0,17,0,2,3,3,22,58,2,23,130,557,3,1,0,1.53927,100,0,0,0,0,4,0,247,0,0,0,3,5,0.874251
96,814,0,570,91,238,84,108,32,24,49,0,69,0,5,3,23,57,126,110,54,447,236,3,1,0,0,100,0,0,0,672,0,0,0,0,0,0,0,5,0.874251
97,260,0,0,0,125,44,37,14,10,8,0,10,0,3,71,17,644,1528,1276,20,3569,118,3,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,5,0.874251
98,345,0,0,0,128,15,44,16,17,21,0,0,0,0,0,2,2,39,0,14,57,117,3,1,0,0,100,0,0,0,0,0,7,71,0,0,0,0,5,0.874251
99,784,15,0,0,260,51,78,19,19,78,0,0,0,2,2,14,10,235,9,31,303,240,3,1,0,0,100,0,0,0,887,2,7,269,0,0,0,3,5,0.874251
100,1368,0,0,0,444,58,154,98,177,0,0,0,0,0,8,3,18,33,0,8,70,419,3,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,5,0.874251
101,1230,0,0,0,412,43,135,101,71,66,0,0,0,0,18,5,72,140,11,45,291,389,3,1,0,0,100,0,0,0,0,0,1,246,0,0,0,0,5,0.874251
102,1715,0,0,0,574,141,194,90,11,148,0,781,0,0,7,6,123,730,27,46,1720,542,3,1,0,0,100,0,0,82,0,0,0,421,1,0,0,0,5,0.874251
103,0,0,0,0,0,0,0,0,0,0,0,788,0,0,0,7,0,0,113,185,1093,0,3,1,0,1.99339,100,0,10573,0,0,0,0,9,1,0,0,0,5,0.874251
104,27,0,0,0,14,7,6,0,2,0,433,32,0,0,0,0,11,30,10,120,636,13,3,1,0,1.5,100,0,0,0,0,0,0,242,1,0,1,0,5,0.874251
105,1686,0,0,-0,951,359,368,93,19,47,0,239,66,0,4,2,70,358,2,45,786,892,3,1,0,0,100,0,0,0,0,1,12,407,1,0,0,0,4,0.44186
106,0,53,0,0,1,0,0,0,0,0,0,29,48,3,3,0,13,261,96,13,466,0,3,1,0,1.20192,100,0,0,0,0,1,722,95,1,0,0,3,4,0.44186
107,1643,65,0,0,791,310,307,65,66,52,0,117,0,6,1,8,11,347,156,32,678,742,3,1,0,1,100,0,0,334,442,0,0,0,1,0,0,3,5,0.874251
108,2251,8,0,0,637,138,228,138,69,156,0,0,0,0,23,10,33,111,71,28,276,612,3,1,0,0.5,100,0,0,0,0,0,0,0,0,0,0,3,5,0.874251
109,1976,20,0,0,810,174,214,137,54,129,0,0,0,0,39,6,111,620,198,36,1010,730,3,1,0,0.839267,100,0,0,18,0,0,489,0,0,0,0,3,5,0.874251
110,13,0,0,0,8,8,1,1,0,0,0,35,0,2,0,0,0,119,18,26,200,8,3,1,0,1.19052,100,0,0,0,0,0,18,218,0,0,0,0,4,0.44186
111,239,0,0,0,237,63,59,10,2,3,0,0,0,0,0,0,0,23,137,144,304,144,3,1,0,1.48798,100,0,0,0,729,0,0,0,1,0,0,0,4,0.44186
112,541,0,0,0,360,95,142,24,5,14,0,16,310,0,1,0,0,130,0,0,457,278,3,1,0,1.67992,100,0,0,0,0,1,762,0,1,0,0,0,4,0.44186
113,150,0,0,0,161,70,18,6,2,3,0,39,658,1,1,1,1,599,43,0,1343,98,2,3,2.87545,1.64725,100,0,0,0,0,0,0,19,0,0,0,0,4,0.44186
114,737,31,0,0,1043,157,160,28,19,17,0,34,418,0,3,13,59,430,1,5,963,399,3,1,2.5,1.73937,100,0,0,0,0,0,2,6,0,0,0,3,4,0.44186
115,2783,0,0,0,1924,749,517,140,79,46,0,7,257,0,4,4,19,211,0,0,502,1551,2,3,3.0341,1.84656,100,0,0,0,0,4,1,44,1,0,0,0,4,0.44186
116,786,0,0,0,761,203,167,40,31,1,0,31,206,0,10,28,5,106,252,33,671,452,2,3,3.03389,1.91329,100,0,0,0,0,9,6,12,1,0,0,0,4,0.44186
117,790,35,0,0,752,309,158,21,13,9,0,37,656,0,4,3,152,800,165,0,1817,530,2,3,3.02265,1.88982,100,0,0,0,0,0,0,0,0,1,0,3,4,0.44186
118,145,155,0,0,231,72,11,9,6,0,0,54,1161,0,18,9,4,1345,1734,0,4325,100,2,3,3.02371,1.79457,100,0,0,0,0,4,12,40,0,0,0,1,4,0.44186
119,3,0,0,0,1,0,0,1,0,0,0,31,1197,2,12,34,6,1835,720,0,3837,1,2,3,3.07829,1.39356,100,0,0,0,0,0,7,233,0,1,0,0,4,0.44186
120,1339,0,0,0,1031,359,244,62,46,20,0,2,400,0,18,3,13,282,21,0,739,768,2,3,3.0805,1.61841,100,0,0,0,0,0,2015,62,0,0,0,0,4,0.44186
121,1773,427,0,0,1692,489,395,70,43,18,0,7,253,0,21,10,74,413,29,0,807,999,2,3,3.53151,1.48164,100,0,0,0,0,0,0,0,1,0,0,1,4,0.44186
122,88,0,0,0,233,45,15,3,1,0,0,148,61,19,40,153,614,2558,2259,261,6113,62,2,3,3.47055,1.35283,100,0,0,0,0,0,0,35,1,1,0,0,4,0.44186
123,76,0,0,0,75,26,11,5,2,1,0,170,415,15,57,39,118,1200,604,19,2637,45,2,3,3.57126,1.44831,100,0,0,0,0,0,0,28,0,0,0,0,4,0.44186
124,1501,0,0,0,1338,355,252,104,32,36,0,0,104,0,0,2,4,190,0,6,306,813,2,3,3.78043,1.57601,100,0,0,0,0,0,7,970,1,0,0,0,4,0.44186
125,270,0,0,0,212,44,32,12,19,10,0,0,99,4,2,6,0,338,964,286,1699,129,2,3,3.72747,1.55095,100,0,0,0,0,0,18,30,1,0,0,0,4,0.44186
126,758,0,0,0,513,179,155,42,27,7,0,22,446,0,1,0,5,79,0,9,562,438,2,3,3.91746,1.49925,100,0,0,0,0,0,0,49,1,0,0,0,4,0.44186
127,928,13,0,0,776,225,151,62,15,31,0,0,173,2,8,0,13,232,49,23,500,514,2,3,4.17094,2.25868,100,0,0,0,0,0,0,145,1,0,0,3,4,0.44186
128,796,0,0,0,757,255,102,62,18,14,0,0,164,0,0,6,50,203,63,13,499,517,2,3,3.05109,2.73119,100,0,0,0,0,0,0,72,1,0,0,0,4,0.44186
129,197,0,0,0,197,46,38,9,2,7,0,0,0,1,0,9,63,177,120,21,391,120,2,3,2.41159,2.44579,100,0,0,0,0,1,1,29,1,0,0,0,4,0.44186
130,2765,0,0,0,2043,793,608,150,28,33,0,238,330,0,125,58,125,1440,660,36,3012,1537,2,3,2.04524,3.10967,100,0,0,0,0,0,0,103,1,0,0,0,4,0.44186
131,3879,0,0,0,3314,1108,875,188,56,36,0,0,206,0,14,11,150,393,6,0,780,2294,2,3,1.84509,4.39767,100,0,0,0,0,0,18,152,1,0,0,0,4,0.44186
132,477,0,0,0,1072,123,78,39,9,9,0,21,551,3,11,3,9,783,49,0,1430,248,2,3,1.71377,5.9832,100,0,0,0,0,0,67,388,0,0,0,3,4,0.44186
133,749,46,0,0,715,166,106,49,24,24,0,96,1606,14,27,3,196,3412,3302,209,8865,424,2,3,2.58132,5.79101,100,0,0,0,0,0,1,102,0,0,0,3,4,0.44186
134,5,17,0,0,6,1,2,0,0,0,0,16,540,0,0,4,72,37,93,0,762,4,2,3,4.18163,2.26694,100,0,0,0,0,0,0,4,0,0,0,3,4,0.44186
135,486,0,0,0,646,132,92,22,3,18,0,110,715,12,46,14,217,1370,217,10,2711,272,2,3,3.59486,1.39249,100,0,0,0,0,0,15,0,0,0,0,0,4,0.44186
136,32,0,0,0,117,13,3,3,1,0,0,19,1825,2,33,38,36,3599,730,0,6282,23,2,3,3.19243,1.14197,100,0,0,0,0,1,15,650,0,0,0,0,4,0.44186
137,0,0,0,0,0,0,0,0,0,0,0,57,0,5,7,7,102,280,2099,59,2616,0,2,3,3.48642,1.33813,100,0,0,0,0,4,270,150,0,0,0,0,4,0.44186
138,0,9,0,0,0,0,0,0,0,0,0,209,0,0,4,7,402,100,222,58,1002,0,3,1,0,2.43275,100,0,0,0,0,0,2,0,0,0,0,3,5,0.874251
139,3133,236,0,0,1745,476,541,222,128,73,0,83,0,0,31,37,64,468,269,98,1050,1582,3,1,0,1,100,0,0,0,2126,0,144,0,0,0,0,1,5,0.874251
140,485,0,0,0,265,88,54,42,22,15,0,40,0,0,1,9,63,346,166,35,660,249,3,1,5.72778,1.29687,100,0,0,0,0,0,12,0,0,0,0,0,5,0.874251
141,744,0,0,0,477,187,140,40,28,9,0,77,0,0,0,35,95,92,53,35,387,443,3,1,2.44377,1.50619,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684
142,492,129,0,0,366,206,57,35,5,8,0,14,0,0,12,2,95,548,147,30,848,343,3,1,2.8851,1.39087,100,0,0,0,0,0,0,337,0,0,0,1,25,0.30814
143,2441,4,0,0,1331,419,417,189,78,60,0,29,0,0,5,72,8,149,18,31,312,1235,3,1,2.82389,1.549,100,0,0,0,554,0,0,0,0,0,0,1,3,0.64684
144,2048,37,0,0,1046,271,300,148,81,73,0,0,0,0,25,6,38,60,0,60,189,973,2,3,3.4,1.66332,100,0,0,0,0,0,0,348,0,0,0,1,3,0.64684
145,1396,0,0,0,852,322,275,80,56,12,0,50,0,0,0,5,8,740,7,32,842,793,2,3,3.73151,2.00773,100,0,0,2573,998,0,0,71,0,0,0,0,3,0.64684
146,1885,71,0,0,1132,345,325,127,103,19,0,116,0,0,0,8,16,404,11,72,627,1053,2,3,5.10235,1.82365,100,131,0,0,0,0,0,953,0,0,0,1,3,0.64684
147,1181,0,666,491,742,296,246,85,22,10,0,0,0,0,2,1,2,90,0,15,110,690,2,3,4.34468,1.90539,100,0,0,0,0,0,0,1026,0,0,0,0,3,0.64684
148,267,0,0,0,126,25,38,30,8,8,0,54,0,0,0,23,0,0,0,62,139,114,2,3,3.82625,1.66586,100,0,0,0,0,0,0,1486,0,0,0,0,3,0.64684
149,236,0,0,0,122,45,39,11,20,0,0,0,0,0,0,0,4,16,0,37,57,114,2,3,3.89929,1.57205,100,0,0,0,0,0,0,80,0,0,0,0,3,0.64684
150,1119,0,0,0,564,169,162,71,44,42,0,21,0,0,1,8,172,129,89,21,441,531,2,3,3.22097,1.57745,100,0,0,146,0,0,0,455,0,0,0,0,3,0.64684
151,662,0,0,0,389,147,125,41,17,13,0,122,0,0,0,0,13,509,133,38,815,362,2,3,3.52272,1.41965,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684
